Drug_Ingredient,Food,label,Calories,Protein,Fat,Carbs,Herbal_Risk,Alcohol_Risk,Iron_Rich,High_Fat,High_Protein,Therapeutic_Class,Action_Class
Warfarin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  CARDIAC ,  Vitamin K antagonist
Warfarin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  CARDIAC ,  Vitamin K antagonist
Pentosan polysulfate,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Pentosan polysulfate,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Acetylsalicylic acid,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Acetylsalicylic acid,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Phenprocoumon,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Phenprocoumon,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Edetic acid,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Edetic acid,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Dipyridamole,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Dipyridamole,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Phosphodiesterase III inhibitors (anti-thrombotic
Iloprost,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,Unknown,Unknown
Iloprost,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,Unknown,Unknown
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Garlic Murukku,1,500.0,8.0,25.0,55.0,True,False,False,True,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
Heparin,Ginger Finger Biscuit,1,18.0,0.2,0.5,2.8,True,False,False,False,False,  BLOOD RELATED ,  Unfractionated Heparin (UFH
